"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://midlandfloors.com/wp-content/plugins/rselements/widgets/services-tab/rs-service-tab.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","2005","2005","2005","0.781","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.257","Wed, 20 Aug 2025 08:45:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/rselements/widgets/services-tab/rs-service-tab.css?ver=6.9.4","2026-04-30 12:58:05"
"https://midlandfloors.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=4.0.5","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","7271","7271","7271","2.833","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.652","Thu, 30 Apr 2026 16:49:52 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=4.0.5","2026-04-30 12:58:04"
"https://midlandfloors.com/wp-content/plugins/rselements/widgets/tab/tab.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.246","Wed, 20 Aug 2025 08:45:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/rselements/widgets/tab/tab.css?ver=6.9.4","2026-04-30 12:58:06"
"https://midlandfloors.com/wp-content/plugins/rselements/assets/js/headding-title.js?ver=201513434","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1510","1510","1510","0.588","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.256","Wed, 20 Aug 2025 08:45:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/rselements/assets/js/headding-title.js?ver=201513434","2026-04-30 12:58:06"
"https://midlandfloors.com/wp-content/plugins/rselements/widgets/portfolio-hover-effect/portfolio-hover-effect.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","759","759","759","0.296","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.256","Wed, 20 Aug 2025 08:45:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/rselements/widgets/portfolio-hover-effect/portfolio-hover-effect.css?ver=6.9.4","2026-04-30 12:58:06"
"https://midlandfloors.com/wp-content/plugins/fluentform/assets/css/fluent-forms-elementor-widget.css?ver=6.2.2","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","914","914","914","0.356","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.304","Fri, 24 Apr 2026 02:40:16 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/fluentform/assets/css/fluent-forms-elementor-widget.css?ver=6.2.2","2026-04-30 12:58:06"
"https://midlandfloors.com/commercial-upholstery","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","1","1","0","2.560","0","0","0","0","0","0","","","","","","0.835","","https://midlandfloors.com/commercial-upholstery/","HTTP Redirect","","","1.1","","","","","","https://midlandfloors.com/commercial-upholstery","2026-04-30 12:58:06"
"https://midlandfloors.com/wp-content/plugins/rselements/widgets/brochures/brochures.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","297","297","297","0.116","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.251","Wed, 20 Aug 2025 08:45:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/rselements/widgets/brochures/brochures.css?ver=6.9.4","2026-04-30 12:58:07"
"https://midlandfloors.com/wp-content/plugins/rselements/widgets/testimonial-slider-custom/testimonail-widget.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1118","1118","1118","0.436","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.246","Wed, 20 Aug 2025 08:45:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/rselements/widgets/testimonial-slider-custom/testimonail-widget.css?ver=6.9.4","2026-04-30 12:58:07"
"https://midlandfloors.com/wp-content/plugins/block-editor-for-manychat/public/css/gutenberg.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.278","Mon, 18 Dec 2023 21:23:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/block-editor-for-manychat/public/css/gutenberg.css?ver=6.9.4","2026-04-30 12:58:07"
"https://midlandfloors.com/wp-content/themes/fixhero/assets/css/responsive.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","25319","25319","25319","9.866","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.272","Wed, 20 Aug 2025 08:47:31 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/themes/fixhero/assets/css/responsive.css?ver=6.9.4","2026-04-30 12:58:07"
"https://midlandfloors.com/faq/","text/html; charset=UTF-8","200","OK","Indexable","","Commercial Floor Care FAQ | Midland Floor Care | Maryland & VA","62","572","Discover essential FAQs for commercial floor care in DC. Get expert insights and tips to keep your floors shining!","114","706","","0","","0","Midland Floor Care FAQs:","24","Service Area:","13","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://midlandfloors.com/faq/","","","","","","287930","33079","33079","12.890","","345","55","6.273","70.748","Fairly Easy","1.063","1","1","","55","39","0","100.000","45","26","0","2","2","0","","","","","65f87b44c51b599a0d3cd4c53c6a641f","1.549","","","","","en","1.1","","","","","","https://midlandfloors.com/faq/","2026-04-30 12:58:06"
"https://midlandfloors.com/wp-content/plugins/rselements/widgets/header-offcanvas/header-offcanvas.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","529","529","529","0.206","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.238","Wed, 20 Aug 2025 08:45:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/rselements/widgets/header-offcanvas/header-offcanvas.css?ver=6.9.4","2026-04-30 12:58:07"
"https://midlandfloors.com/wp-content/plugins/rselements/assets/fonts/flaticon.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","797","797","797","0.311","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.255","Wed, 20 Aug 2025 08:45:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/rselements/assets/fonts/flaticon.css?ver=6.9.4","2026-04-30 12:58:08"
"https://midlandfloors.com/clients-we-serve/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","4","3","0","7.690","0","0","0","0","0","0","","","","","","0.372","","https://midlandfloors.com/our-work-in-action/","HTTP Redirect","","","1.1","","","","","","https://midlandfloors.com/clients-we-serve/","2026-04-30 12:58:08"
"https://midlandfloors.com/wp-content/plugins/rselements/widgets/service-item/service-item.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","548","548","548","0.214","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.240","Wed, 20 Aug 2025 08:45:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/rselements/widgets/service-item/service-item.css?ver=6.9.4","2026-04-30 12:58:08"
"https://midlandfloors.com/wp-content/uploads/2023/12/logo-11.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","11312","11312","11312","4.408","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.262","Fri, 22 Dec 2023 10:14:00 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/uploads/2023/12/logo-11.png","2026-04-30 12:58:08"
"https://midlandfloors.com/wp-includes/js/imagesloaded.min.js?ver=5.0.0","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1803","1803","1803","0.703","","0","","","","","0.000","1","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.240","Fri, 11 Aug 2023 18:18:26 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-includes/js/imagesloaded.min.js?ver=5.0.0","2026-04-30 12:58:08"
"https://midlandfloors.com/wp-content/plugins/rselements/assets/css/rsaddons.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","7610","7610","7610","2.965","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.246","Wed, 20 Aug 2025 08:45:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/rselements/assets/css/rsaddons.css?ver=6.9.4","2026-04-30 12:58:08"
"https://midlandfloors.com/wp-content/plugins/rselements/widgets/roadmap/rs-roadmap.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","3083","3083","3083","1.201","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.245","Wed, 20 Aug 2025 08:45:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/rselements/widgets/roadmap/rs-roadmap.css?ver=6.9.4","2026-04-30 12:58:08"
"https://midlandfloors.com/wp-content/themes/fixhero/assets/js/modernizr-2.8.3.min.js?ver=2.8.3","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","6306","6306","6306","2.457","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.239","Wed, 20 Aug 2025 08:47:31 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/themes/fixhero/assets/js/modernizr-2.8.3.min.js?ver=2.8.3","2026-04-30 12:58:09"
"https://midlandfloors.com/wp-content/plugins/rselements/assets/js/popper.min.js?ver=201513434","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","7495","7495","7495","2.921","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.254","Wed, 20 Aug 2025 08:45:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/rselements/assets/js/popper.min.js?ver=201513434","2026-04-30 12:58:09"
"https://midlandfloors.com/wp-content/plugins/auto-terms-of-service-and-privacy-policy/css/wpautoterms.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","195","195","195","0.076","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.243","Fri, 30 Jan 2026 02:19:30 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/auto-terms-of-service-and-privacy-policy/css/wpautoterms.css?ver=6.9.4","2026-04-30 12:58:09"
"https://midlandfloors.com/wp-content/plugins/rselements/widgets/progress/rs-progress.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1169","1169","1169","0.456","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.245","Wed, 20 Aug 2025 08:45:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/rselements/widgets/progress/rs-progress.css?ver=6.9.4","2026-04-30 12:58:09"
"https://midlandfloors.com/wp-content/themes/fixhero/assets/css/default.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","49869","49869","49869","19.433","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.273","Wed, 20 Aug 2025 08:47:31 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/themes/fixhero/assets/css/default.css?ver=6.9.4","2026-04-30 12:58:09"
"https://midlandfloors.com/wp-content/plugins/rselements/widgets/pricing-table/pricing-table.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","2489","2489","2489","0.970","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.251","Wed, 20 Aug 2025 08:45:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/rselements/widgets/pricing-table/pricing-table.css?ver=6.9.4","2026-04-30 12:58:09"
"https://midlandfloors.com/wp-content/plugins/rselements/widgets/team-member-slider/team-slider-widget.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","2622","2622","2622","1.022","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.264","Wed, 20 Aug 2025 08:45:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/rselements/widgets/team-member-slider/team-slider-widget.css?ver=6.9.4","2026-04-30 12:58:10"
"https://midlandfloors.com/wp-content/plugins/rselements/widgets/button/button.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","2692","2692","2692","1.049","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.245","Wed, 20 Aug 2025 08:45:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/rselements/widgets/button/button.css?ver=6.9.4","2026-04-30 12:58:10"
"https://midlandfloors.com/commercial-polished-concrete/","text/html; charset=UTF-8","200","OK","Indexable","","Commercial Polished Concrete Floors | Midland Floor Care","56","514","Durable, low maintenance polished concrete with stain color and gloss options. Dust controlled process and business friendly scheduling.","136","866","","0","","0","Commercial Polished Concrete: Durable, Sleek, and Built to Last","63","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://midlandfloors.com/commercial-polished-concrete/","","","","","","255774","30865","30865","12.028","","327","67","4.881","57.259","Fairly Hard","1.187","1","1","","45","39","0","100.000","44","25","0","2","2","0","","","","","4705fde2923c4aabf8fd45029b0040db","2.091","","","","","en","1.1","","","","","","https://midlandfloors.com/commercial-polished-concrete/","2026-04-30 12:58:08"
"https://midlandfloors.com/commercial-polished-concrete","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","1","1","0","2.560","0","0","0","0","0","0","","","","","","1.337","","https://midlandfloors.com/commercial-polished-concrete/","HTTP Redirect","","","1.1","","","","","","https://midlandfloors.com/commercial-polished-concrete","2026-04-30 12:58:09"
"https://midlandfloors.com/wp-content/plugins/rselements/widgets/fluent-form/fluent-form.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.238","Wed, 20 Aug 2025 08:45:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/rselements/widgets/fluent-form/fluent-form.css?ver=6.9.4","2026-04-30 12:58:10"
"https://midlandfloors.com/covid19-protected-services/","text/html; charset=UTF-8","200","OK","Indexable","","Covid-19 Cleaning | Certified CDC Guideline Adherence | DC","58","518","Our cleaning and disinfecting procedures strictly adhere to CDC guidelines. Trust in our ACTIVELY Registered EPA-approved formula","129","834","","0","","0","The Midland Covid Promise","25","Our Chemistry","13","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://midlandfloors.com/covid19-protected-services/","","","","","","308258","34952","34952","13.620","","517","80","6.463","44.330","Hard","1.450","1","1","","47","39","0","100.000","44","27","0","3","3","0","","","","","6b5bda776fc9318ccefb4f75df6e95c7","2.558","","","","","en","1.1","","","","","","https://midlandfloors.com/covid19-protected-services/","2026-04-30 12:58:08"
"https://midlandfloors.com/janitorial-housekeeping-facility-services/","text/html; charset=UTF-8","200","OK","Indexable","","Janitorial & Housekeeping | Midland Floor Care","46","414","Discreet, white glove janitorial and housekeeping for premium properties. Limited partnerships, trained staff, consistent results.","130","805","","0","","0","Janitorial & Housekeeping Facility Services (for select commercial clients)","75","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://midlandfloors.com/janitorial-housekeeping-facility-services/","","","","","","256409","30768","30768","11.990","","384","78","4.923","47.840","Hard","1.332","1","1","","45","39","0","100.000","49","25","0","2","2","0","","","","","64b84c9bce9541b18de19da880d60bd5","2.323","","","","","en","1.1","","","","","","https://midlandfloors.com/janitorial-housekeeping-facility-services/","2026-04-30 12:58:08"
"https://midlandfloors.com/wp-content/plugins/rselements/assets/js/jQuery-plugin-progressbar.js?ver=201513434","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1826","1826","1826","0.712","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.237","Wed, 20 Aug 2025 08:45:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/rselements/assets/js/jQuery-plugin-progressbar.js?ver=201513434","2026-04-30 12:58:11"
"https://midlandfloors.com/wp-content/plugins/elementor/assets/css/widget-video.min.css?ver=4.0.5","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","404","404","404","0.157","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.243","Thu, 30 Apr 2026 16:49:52 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/elementor/assets/css/widget-video.min.css?ver=4.0.5","2026-04-30 12:58:11"
"https://midlandfloors.com/wp-content/plugins/rselements/widgets/marquee-slider/marquee-slider-widget.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","207","207","207","0.081","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.272","Wed, 20 Aug 2025 08:45:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/rselements/widgets/marquee-slider/marquee-slider-widget.css?ver=6.9.4","2026-04-30 12:58:11"
"https://midlandfloors.com/wp-content/plugins/rselements/widgets/faq/faq.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","145","145","145","0.057","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.249","Wed, 20 Aug 2025 08:45:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/rselements/widgets/faq/faq.css?ver=6.9.4","2026-04-30 12:58:11"
"https://midlandfloors.com/wp-content/plugins/rselements/assets/js/jquery.marquee.min.js?ver=201513434","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","2273","2273","2273","0.886","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.253","Wed, 20 Aug 2025 08:45:42 GMT","","","","","1.1","","","","","","https://midlandfloors.com/wp-content/plugins/rselements/assets/js/jquery.marquee.min.js?ver=201513434","2026-04-30 12:58:11"
